                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.54246,                0.31876,                 0.8883,                0.87183,                0.79412,                0.86916,                0.59393,                 1.1876,                0.74176,                 1.3722,              0.0004952,              0.0004952,              0.0004952
                    155,                0.54665,                0.31987,                0.88097,                0.87059,                0.78941,                0.87651,                0.59755,                 1.1982,                0.73542,                 1.3842,              0.0004853,              0.0004853,              0.0004853
                    156,                0.56381,                0.32174,                0.87919,                0.88588,                0.77529,                0.86858,                0.58693,                 1.2208,                 0.7467,                  1.406,              0.0004754,              0.0004754,              0.0004754
                    157,                 0.5486,                0.31933,                0.87644,                0.86164,                0.79125,                0.86091,                 0.5838,                 1.2209,                0.77465,                 1.4057,              0.0004655,              0.0004655,              0.0004655
                    158,                0.53829,                 0.3181,                0.88684,                 0.8222,                0.82118,                0.86397,                0.58497,                 1.2153,                0.75051,                 1.4034,              0.0004556,              0.0004556,              0.0004556
                    159,                0.53539,                0.31087,                0.87088,                0.85958,                0.80353,                0.88111,                0.59262,                 1.2117,                0.73553,                 1.4034,              0.0004457,              0.0004457,              0.0004457
                    160,                0.54237,                0.32538,                0.88616,                0.87467,                0.77997,                0.87303,                 0.5928,                  1.203,                0.77014,                 1.3903,              0.0004358,              0.0004358,              0.0004358
                    161,                0.54879,                 0.3255,                0.88656,                0.86887,                0.78941,                 0.8694,                0.58603,                 1.2156,                0.76987,                 1.4076,              0.0004259,              0.0004259,              0.0004259
                    162,                0.53605,                0.31925,                0.88236,                 0.8908,                0.77294,                0.87007,                0.59404,                  1.213,                0.75223,                 1.4187,               0.000416,               0.000416,               0.000416
                    163,                0.52417,                0.30788,                0.88125,                0.87384,                0.78941,                0.86859,                0.59018,                 1.2125,                0.75164,                 1.4183,              0.0004061,              0.0004061,              0.0004061
                    164,                0.52516,                0.30772,                0.87804,                0.87132,                0.78864,                0.85805,                0.58475,                 1.2291,                0.77701,                 1.4261,              0.0003962,              0.0003962,              0.0003962
                    165,                0.52637,                0.31727,                0.88493,                0.87763,                0.77624,                0.86343,                0.58399,                 1.2179,                0.76301,                  1.426,              0.0003863,              0.0003863,              0.0003863
                    166,                0.52126,                 0.3047,                0.87584,                0.85971,                0.80588,                0.86812,                0.58777,                 1.2133,                0.74319,                 1.4221,              0.0003764,              0.0003764,              0.0003764
                    167,                0.52963,                0.31269,                0.88162,                0.84919,                0.81484,                0.87343,                0.58826,                 1.2122,                0.72294,                 1.4274,              0.0003665,              0.0003665,              0.0003665
                    168,                0.51607,                0.30479,                0.87004,                0.86162,                0.80471,                0.87157,                0.58639,                 1.2067,                0.72924,                 1.4164,              0.0003566,              0.0003566,              0.0003566
                    169,                0.49091,                0.28887,                0.86299,                0.88674,                0.78353,                0.87673,                 0.5904,                 1.2019,                0.73874,                 1.4133,              0.0003467,              0.0003467,              0.0003467
                    170,                0.51226,                0.29931,                0.86974,                0.86358,                0.78943,                0.87197,                0.58523,                 1.2084,                0.75418,                 1.4099,              0.0003368,              0.0003368,              0.0003368
                    171,                0.52748,                0.31408,                 0.8842,                0.86544,                0.79294,                0.86624,                0.58531,                 1.2007,                0.75162,                 1.4048,              0.0003269,              0.0003269,              0.0003269
                    172,                0.49838,                0.29653,                0.86771,                0.90085,                0.77176,                0.87229,                0.58515,                 1.1918,                0.74888,                 1.3997,               0.000317,               0.000317,               0.000317
                    173,                0.53671,                0.31411,                0.87241,                 0.8911,                0.76706,                0.86823,                0.58758,                 1.1963,                 0.7551,                 1.3984,              0.0003071,              0.0003071,              0.0003071
                    174,                0.49946,                0.29514,                0.85626,                0.88917,                0.77398,                0.87592,                0.58769,                 1.2057,                0.75983,                 1.4001,              0.0002972,              0.0002972,              0.0002972
                    175,                0.49979,                0.30328,                0.88143,                0.86514,                0.79998,                0.87233,                0.58478,                 1.2147,                 0.7485,                  1.409,              0.0002873,              0.0002873,              0.0002873
                    176,                0.49459,                0.29677,                0.86966,                0.85059,                0.81765,                0.87396,                0.58763,                 1.2071,                0.74477,                 1.4115,              0.0002774,              0.0002774,              0.0002774
                    177,                0.48327,                0.29229,                0.86127,                0.83756,                  0.825,                0.87526,                0.59163,                 1.1965,                0.73499,                 1.4073,              0.0002675,              0.0002675,              0.0002675
                    178,                0.49311,                0.29436,                  0.866,                0.86088,                0.80811,                 0.8728,                  0.592,                 1.1909,                0.73194,                  1.408,              0.0002576,              0.0002576,              0.0002576
                    179,                0.49101,                0.30872,                0.87965,                0.83908,                0.82201,                0.86657,                0.58557,                 1.1948,                0.74043,                  1.407,              0.0002477,              0.0002477,              0.0002477
                    180,                0.48385,                0.29285,                0.86232,                0.84809,                0.80788,                0.86357,                0.58943,                 1.1879,                0.74965,                 1.4013,              0.0002378,              0.0002378,              0.0002378
                    181,                0.48391,                0.28891,                0.85733,                0.85488,                0.80395,                0.86801,                0.59222,                 1.1899,                0.73118,                 1.4057,              0.0002279,              0.0002279,              0.0002279
                    182,                0.46137,                0.27793,                0.85954,                0.87085,                0.78941,                0.86992,                0.58854,                 1.1944,                0.73515,                 1.4062,               0.000218,               0.000218,               0.000218
                    183,                0.48069,                0.29072,                0.86502,                0.87106,                0.80273,                0.87351,                0.58701,                 1.2026,                0.73901,                 1.4094,              0.0002081,              0.0002081,              0.0002081
                    184,                0.47812,                0.28728,                0.85455,                0.88681,                0.79267,                 0.8686,                0.58167,                 1.2202,                0.76315,                 1.4266,              0.0001982,              0.0001982,              0.0001982
                    185,                0.48053,                0.28434,                0.87017,                0.89953,                0.78995,                0.87232,                0.58568,                 1.2219,                0.75541,                 1.4358,              0.0001883,              0.0001883,              0.0001883
                    186,                0.49952,                 0.2974,                0.86909,                0.89745,                0.78941,                0.86904,                0.58563,                 1.2255,                0.76181,                 1.4399,              0.0001784,              0.0001784,              0.0001784
                    187,                0.48157,                0.29026,                0.86578,                0.88331,                   0.78,                 0.8612,                0.58246,                 1.2285,                0.76637,                 1.4405,              0.0001685,              0.0001685,              0.0001685
                    188,                0.46318,                0.27693,                0.86434,                0.86601,                0.79882,                0.86266,                 0.5823,                 1.2307,                0.75722,                 1.4412,              0.0001586,              0.0001586,              0.0001586
                    189,                0.48658,                 0.2921,                0.86959,                0.89846,                0.78471,                 0.8711,                0.58633,                 1.2265,                0.75338,                 1.4402,              0.0001487,              0.0001487,              0.0001487
                    190,                0.49279,                 0.2998,                0.87084,                 0.8768,                0.80353,                0.87229,                0.58837,                 1.2204,                0.75193,                 1.4347,              0.0001388,              0.0001388,              0.0001388
                    191,                0.50838,                0.30639,                0.85513,                0.89948,                0.78471,                0.86986,                0.58179,                 1.2174,                0.74237,                 1.4297,              0.0001289,              0.0001289,              0.0001289
                    192,                0.42952,                0.24974,                0.84127,                0.89433,                0.77059,                0.86194,                0.57639,                 1.2103,                0.74099,                 1.4257,               0.000119,               0.000119,               0.000119
                    193,                0.42787,                0.24536,                0.83048,                0.88992,                0.77988,                0.86275,                0.57702,                  1.207,                0.74606,                 1.4275,              0.0001091,              0.0001091,              0.0001091
                    194,                0.44711,                 0.2701,                0.83201,                0.88878,                0.78035,                0.86539,                0.58174,                 1.2096,                0.74027,                 1.4324,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.43928,                0.25692,                0.83673,                0.88733,                 0.7968,                 0.8698,                0.58384,                 1.2172,                0.73901,                 1.4419,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.40764,                0.23633,                0.81909,                0.88655,                0.79294,                0.87008,                0.58281,                 1.2142,                 0.7426,                 1.4416,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                 0.4065,                0.23949,                0.81872,                0.88295,                0.79059,                0.85885,                0.57879,                 1.2173,                 0.7423,                  1.448,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.40447,                0.23682,                0.82026,                0.87422,                 0.7932,                  0.858,                0.57597,                  1.221,                0.74364,                  1.453,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.39819,                0.23329,                0.82674,                 0.8853,                0.79176,                0.86299,                0.57887,                 1.2211,                0.74163,                 1.4547,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.40655,                0.23651,                0.82385,                 0.8844,                0.78302,                0.86158,                0.57992,                 1.2172,                0.74756,                 1.4487,               3.98e-05,               3.98e-05,               3.98e-05
