                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                 1.5934,                0.72067,                 1.0619,                0.91398,                0.87498,                0.94748,                0.54703,                 1.4908,                0.67373,                 1.0382,              0.0012476,              0.0012476,              0.0012476
                     79,                 1.5918,                0.72231,                 1.0587,                 0.9118,                0.88405,                0.94938,                 0.5567,                 1.4701,                0.65939,                 1.0343,              0.0012377,              0.0012377,              0.0012377
                     80,                 1.5899,                 0.7212,                 1.0609,                0.91282,                0.88567,                0.94773,                0.55711,                 1.4654,                0.66565,                 1.0378,              0.0012278,              0.0012278,              0.0012278
                     81,                    1.6,                0.72233,                   1.06,                0.91816,                0.87883,                 0.9502,                0.56078,                 1.4583,                0.65305,                  1.035,              0.0012179,              0.0012179,              0.0012179
                     82,                 1.5854,                0.72097,                 1.0604,                 0.9201,                 0.8774,                0.95093,                0.54835,                 1.4884,                0.65728,                 1.0447,               0.001208,               0.001208,               0.001208
                     83,                 1.5952,                0.71984,                 1.0594,                0.91765,                0.88659,                0.95269,                0.56135,                 1.4458,                0.65318,                 1.0287,              0.0011981,              0.0011981,              0.0011981
                     84,                 1.5784,                0.71239,                  1.055,                0.91518,                0.88065,                0.94869,                0.55678,                 1.4564,                0.66668,                 1.0294,              0.0011882,              0.0011882,              0.0011882
                     85,                 1.5721,                0.70908,                 1.0497,                0.91713,                0.88313,                0.95161,                0.55654,                 1.4682,                0.65087,                 1.0385,              0.0011783,              0.0011783,              0.0011783
                     86,                 1.5754,                0.70875,                 1.0555,                 0.9197,                0.88453,                0.95086,                0.55893,                 1.4538,                0.65588,                 1.0295,              0.0011684,              0.0011684,              0.0011684
                     87,                 1.5816,                0.71271,                 1.0562,                0.91594,                0.88411,                0.94918,                 0.5598,                 1.4534,                0.65386,                 1.0294,              0.0011585,              0.0011585,              0.0011585
                     88,                 1.5819,                0.71111,                 1.0583,                0.91062,                0.88897,                0.95137,                0.55853,                 1.4557,                  0.659,                 1.0352,              0.0011486,              0.0011486,              0.0011486
                     89,                 1.5678,                0.70736,                 1.0532,                0.91806,                0.88107,                 0.9504,                0.53967,                 1.5016,                0.65478,                 1.0514,              0.0011387,              0.0011387,              0.0011387
                     90,                 1.5698,                0.70551,                 1.0496,                0.91282,                0.88052,                0.94813,                0.54516,                 1.5007,                 0.6605,                 1.0389,              0.0011288,              0.0011288,              0.0011288
                     91,                 1.5756,                0.71104,                 1.0541,                0.91531,                0.88221,                0.95102,                0.54565,                 1.4782,                0.65163,                 1.0436,              0.0011189,              0.0011189,              0.0011189
                     92,                 1.5719,                0.71075,                 1.0555,                0.91655,                0.87278,                0.94565,                0.54465,                 1.5056,                0.66566,                  1.046,               0.001109,               0.001109,               0.001109
                     93,                 1.5659,                0.70422,                 1.0473,                0.91075,                0.88605,                0.94787,                0.55696,                 1.4446,                0.65341,                 1.0323,              0.0010991,              0.0010991,              0.0010991
                     94,                 1.5714,                 0.7103,                 1.0556,                0.91966,                0.88761,                0.95291,                0.56166,                 1.4489,                0.64418,                 1.0304,              0.0010892,              0.0010892,              0.0010892
                     95,                   1.57,                0.70799,                 1.0536,                0.91334,                 0.8858,                 0.9507,                0.55801,                 1.4676,                0.65372,                 1.0357,              0.0010793,              0.0010793,              0.0010793
                     96,                 1.5619,                0.70528,                 1.0509,                0.91791,                0.88415,                 0.9503,                0.56221,                 1.4504,                0.64899,                 1.0292,              0.0010694,              0.0010694,              0.0010694
                     97,                 1.5582,                0.70391,                 1.0511,                0.91561,                0.89076,                0.95144,                0.56555,                 1.4476,                0.64855,                  1.027,              0.0010595,              0.0010595,              0.0010595
                     98,                  1.567,                0.70691,                 1.0508,                0.91517,                0.88526,                0.95241,                0.57201,                 1.4266,                0.64122,                 1.0177,              0.0010496,              0.0010496,              0.0010496
                     99,                 1.5619,                0.70308,                 1.0511,                0.91918,                0.88201,                0.95087,                0.55337,                 1.4572,                0.64695,                 1.0334,              0.0010397,              0.0010397,              0.0010397
                    100,                  1.561,                0.70819,                 1.0507,                0.91772,                0.88971,                0.95314,                0.55965,                 1.4483,                0.64467,                 1.0292,              0.0010298,              0.0010298,              0.0010298
                    101,                 1.5755,                0.71029,                 1.0525,                0.91624,                0.89113,                0.95235,                 0.5666,                 1.4419,                0.64523,                 1.0247,              0.0010199,              0.0010199,              0.0010199
                    102,                 1.5676,                0.70618,                 1.0514,                 0.9198,                 0.8821,                0.95163,                0.56519,                 1.4309,                0.64514,                 1.0233,                0.00101,                0.00101,                0.00101
                    103,                 1.5593,                0.70292,                 1.0512,                0.91985,                0.88784,                  0.953,                0.54327,                 1.4872,                0.65024,                 1.0447,              0.0010001,              0.0010001,              0.0010001
                    104,                 1.5595,                0.69943,                 1.0512,                0.91758,                0.89072,                0.95164,                0.56385,                 1.4422,                0.64652,                 1.0294,              0.0009902,              0.0009902,              0.0009902
                    105,                 1.5615,                0.70011,                 1.0497,                0.92088,                0.88969,                0.95402,                0.56292,                 1.4549,                0.63643,                 1.0312,              0.0009803,              0.0009803,              0.0009803
                    106,                 1.5565,                0.69757,                 1.0499,                0.91853,                0.88714,                0.95293,                0.56586,                 1.4382,                 0.6397,                 1.0245,              0.0009704,              0.0009704,              0.0009704
                    107,                 1.5468,                0.69818,                 1.0497,                0.91852,                 0.8879,                0.95295,                0.56652,                 1.4484,                0.64502,                 1.0239,              0.0009605,              0.0009605,              0.0009605
                    108,                 1.5527,                0.69789,                 1.0502,                0.91931,                0.89044,                0.95327,                0.57155,                 1.4224,                0.63779,                 1.0191,              0.0009506,              0.0009506,              0.0009506
                    109,                 1.5583,                0.70066,                 1.0457,                0.92175,                0.88769,                0.95429,                0.56707,                  1.428,                0.63493,                 1.0228,              0.0009407,              0.0009407,              0.0009407
                    110,                  1.551,                0.69965,                  1.048,                0.91338,                0.88723,                0.95078,                0.54792,                 1.4834,                0.65142,                 1.0334,              0.0009308,              0.0009308,              0.0009308
                    111,                 1.5431,                0.69215,                 1.0481,                0.92088,                0.88974,                 0.9542,                0.56363,                 1.4284,                0.63664,                 1.0251,              0.0009209,              0.0009209,              0.0009209
                    112,                 1.5598,                0.69484,                 1.0478,                0.91668,                0.88967,                0.95352,                0.56164,                 1.4557,                0.64064,                 1.0289,               0.000911,               0.000911,               0.000911
                    113,                 1.5487,                0.69279,                 1.0456,                0.91998,                0.88875,                  0.954,                0.57111,                 1.4289,                0.63593,                  1.023,              0.0009011,              0.0009011,              0.0009011
                    114,                 1.5538,                0.69263,                 1.0486,                0.91788,                0.89285,                0.95415,                0.57226,                 1.4181,                0.63156,                 1.0242,              0.0008912,              0.0008912,              0.0008912
                    115,                 1.5522,                0.69729,                 1.0491,                0.91728,                0.89068,                0.95526,                0.56835,                  1.436,                0.63222,                 1.0274,              0.0008813,              0.0008813,              0.0008813
                    116,                 1.5426,                0.69142,                 1.0464,                 0.9204,                0.89049,                0.95479,                0.56456,                 1.4388,                 0.6335,                 1.0261,              0.0008714,              0.0008714,              0.0008714
                    117,                 1.5451,                0.69219,                 1.0435,                 0.9211,                 0.8902,                0.95566,                0.56861,                 1.4312,                0.63063,                 1.0226,              0.0008615,              0.0008615,              0.0008615
                    118,                 1.5447,                0.69423,                 1.0456,                0.91959,                0.89089,                0.95418,                 0.5675,                 1.4354,                0.63199,                 1.0256,              0.0008516,              0.0008516,              0.0008516
                    119,                 1.5394,                0.69067,                 1.0437,                0.91979,                 0.8871,                0.95265,                0.56865,                 1.4323,                0.63475,                 1.0213,              0.0008417,              0.0008417,              0.0008417
