                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.70046,                0.41097,                0.92921,                0.86303,                0.77048,                0.84952,                0.55217,                 1.2693,                0.78038,                 1.3387,              0.0005051,              0.0005051,              0.0005051
                    154,                 0.7129,                0.41335,                0.93988,                0.83353,                0.81638,                0.86369,                0.56293,                 1.2451,                0.76917,                 1.3251,              0.0004952,              0.0004952,              0.0004952
                    155,                0.72324,                0.40925,                0.93411,                0.84924,                0.81125,                0.86873,                0.57514,                 1.2294,                0.76267,                 1.3189,              0.0004853,              0.0004853,              0.0004853
                    156,                0.73644,                0.41694,                0.92851,                0.85064,                0.80978,                0.86283,                0.55708,                 1.2557,                0.78394,                 1.3265,              0.0004754,              0.0004754,              0.0004754
                    157,                0.72129,                 0.4135,                0.92784,                0.84994,                0.79268,                0.86633,                 0.5682,                 1.2255,                0.79211,                 1.3059,              0.0004655,              0.0004655,              0.0004655
                    158,                0.71437,                0.40984,                0.93678,                 0.8615,                0.79348,                  0.873,                0.57213,                  1.236,                0.77699,                 1.3167,              0.0004556,              0.0004556,              0.0004556
                    159,                  0.719,                0.40936,                0.92313,                 0.8744,                0.79755,                 0.8771,                0.57211,                 1.2323,                0.75498,                 1.3162,              0.0004457,              0.0004457,              0.0004457
                    160,                0.69303,                0.41302,                0.93032,                 0.8735,                0.78125,                0.87888,                0.56348,                 1.2544,                0.76183,                  1.338,              0.0004358,              0.0004358,              0.0004358
                    161,                0.71277,                0.41855,                0.93686,                0.83718,                0.81658,                 0.8716,                0.56696,                 1.2631,                0.75688,                 1.3455,              0.0004259,              0.0004259,              0.0004259
                    162,                0.70159,                0.40848,                0.93552,                0.83605,                0.80369,                0.85285,                0.56081,                 1.2625,                0.79079,                  1.339,               0.000416,               0.000416,               0.000416
                    163,                0.69389,                0.40511,                0.93213,                0.85069,                0.79348,                0.85885,                0.56315,                  1.244,                0.77293,                  1.325,              0.0004061,              0.0004061,              0.0004061
                    164,                0.69651,                0.40292,                0.92735,                0.85042,                0.81522,                0.87183,                0.56649,                 1.2505,                 0.7509,                 1.3324,              0.0003962,              0.0003962,              0.0003962
                    165,                0.71747,                0.42241,                0.94146,                0.84067,                0.81658,                0.86004,                 0.5616,                 1.2579,                0.73916,                 1.3425,              0.0003863,              0.0003863,              0.0003863
                    166,                0.68349,                0.39336,                0.91922,                0.86043,                0.80707,                0.86677,                0.57009,                 1.2481,                0.74288,                 1.3446,              0.0003764,              0.0003764,              0.0003764
                    167,                0.70005,                0.40124,                 0.9322,                0.84713,                0.80571,                0.86749,                0.56771,                 1.2564,                 0.7568,                  1.347,              0.0003665,              0.0003665,              0.0003665
                    168,                0.68079,                0.39045,                0.91968,                0.84884,                0.80111,                0.86957,                0.56572,                 1.2523,                0.74585,                 1.3403,              0.0003566,              0.0003566,              0.0003566
                    169,                0.64805,                0.37795,                0.90667,                0.85747,                0.80921,                0.87089,                 0.5703,                 1.2644,                0.72835,                 1.3577,              0.0003467,              0.0003467,              0.0003467
                    170,                0.68538,                0.39454,                0.91915,                0.86022,                0.81114,                 0.8735,                0.57267,                 1.2597,                0.72135,                 1.3543,              0.0003368,              0.0003368,              0.0003368
                    171,                0.69552,                 0.4108,                0.93259,                0.83008,                0.82968,                0.87485,                0.57238,                 1.2479,                0.73071,                 1.3313,              0.0003269,              0.0003269,              0.0003269
                    172,                0.67434,                0.39291,                0.91926,                0.82285,                0.83424,                0.87133,                0.56525,                 1.2472,                0.73907,                  1.332,               0.000317,               0.000317,               0.000317
                    173,                0.71647,                0.41469,                0.92357,                 0.8465,                 0.8092,                 0.8695,                0.56654,                 1.2485,                0.73681,                 1.3301,              0.0003071,              0.0003071,              0.0003071
                    174,                0.67893,                 0.3863,                0.90979,                0.83986,                0.83016,                 0.8718,                0.57147,                  1.257,                 0.7376,                  1.331,              0.0002972,              0.0002972,              0.0002972
                    175,                0.66718,                0.40494,                0.92611,                0.83946,                0.82411,                0.86814,                0.57182,                 1.2599,                 0.7495,                 1.3403,              0.0002873,              0.0002873,              0.0002873
                    176,                0.68393,                0.38994,                0.92278,                0.84535,                 0.8125,                0.86229,                0.56604,                 1.2807,                0.76608,                 1.3597,              0.0002774,              0.0002774,              0.0002774
                    177,                0.66792,                0.38391,                0.91448,                0.86193,                0.80027,                0.86784,                0.56655,                 1.2758,                0.76082,                 1.3598,              0.0002675,              0.0002675,              0.0002675
                    178,                 0.6632,                0.38287,                0.91095,                0.85219,                0.80687,                0.86845,                0.57054,                 1.2582,                0.74508,                 1.3597,              0.0002576,              0.0002576,              0.0002576
                    179,                0.66267,                0.40163,                0.92702,                0.85291,                0.80362,                0.87073,                0.57198,                 1.2524,                0.73419,                 1.3566,              0.0002477,              0.0002477,              0.0002477
                    180,                0.65892,                0.37859,                0.90878,                0.86205,                0.80163,                0.87236,                0.57305,                 1.2511,                0.74661,                 1.3485,              0.0002378,              0.0002378,              0.0002378
                    181,                0.66293,                0.38107,                0.90855,                0.83703,                0.81645,                0.86863,                0.57054,                 1.2523,                0.75463,                 1.3455,              0.0002279,              0.0002279,              0.0002279
                    182,                  0.639,                0.36831,                0.90831,                0.83172,                0.81658,                0.86503,                 0.5712,                 1.2526,                0.75745,                 1.3478,               0.000218,               0.000218,               0.000218
                    183,                0.65746,                0.38086,                0.91373,                0.83194,                 0.8071,                0.86796,                0.57123,                 1.2523,                0.76176,                  1.347,              0.0002081,              0.0002081,              0.0002081
                    184,                0.66154,                0.37775,                0.90558,                 0.8518,                0.80027,                 0.8625,                0.56632,                 1.2553,                0.76163,                 1.3578,              0.0001982,              0.0001982,              0.0001982
                    185,                0.65084,                0.38429,                0.91735,                0.84662,                0.80163,                0.85822,                0.56657,                 1.2712,                0.75746,                 1.3757,              0.0001883,              0.0001883,              0.0001883
                    186,                0.69155,                0.39849,                0.92482,                0.85468,                0.79212,                0.86004,                 0.5673,                 1.2729,                0.76576,                  1.373,              0.0001784,              0.0001784,              0.0001784
                    187,                 0.6602,                0.38111,                0.91379,                 0.8511,                0.80766,                0.85824,                0.56309,                 1.2667,                0.77726,                 1.3636,              0.0001685,              0.0001685,              0.0001685
                    188,                0.63103,                0.36123,                0.90969,                0.87771,                0.78533,                0.86233,                0.56392,                 1.2658,                0.79136,                 1.3608,              0.0001586,              0.0001586,              0.0001586
                    189,                0.66384,                0.38201,                0.91781,                0.86901,                0.78397,                0.86353,                0.56814,                 1.2643,                0.77634,                 1.3587,              0.0001487,              0.0001487,              0.0001487
                    190,                0.66696,                0.38788,                0.91735,                0.85681,                0.80488,                0.86608,                0.57018,                 1.2571,                0.76286,                  1.358,              0.0001388,              0.0001388,              0.0001388
                    191,                0.68842,                0.41534,                0.91942,                0.86982,                0.78979,                0.86962,                0.56956,                 1.2583,                0.74342,                  1.364,              0.0001289,              0.0001289,              0.0001289
                    192,                0.59322,                0.33753,                0.88559,                 0.8621,                0.78998,                0.86376,                0.55763,                 1.2843,                0.76348,                 1.3897,               0.000119,               0.000119,               0.000119
                    193,                0.61069,                0.34033,                0.88237,                0.84847,                0.80027,                0.86129,                0.55948,                 1.2761,                0.76025,                 1.3927,              0.0001091,              0.0001091,              0.0001091
                    194,                  0.619,                0.35583,                0.88034,                0.84971,                0.80707,                 0.8641,                0.56591,                 1.2605,                0.74394,                 1.3809,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.62786,                0.34556,                0.89425,                0.84187,                0.81522,                  0.868,                0.56563,                  1.264,                0.73697,                 1.3858,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.57902,                0.32445,                0.87212,                0.85902,                0.80304,                 0.8634,                 0.5614,                 1.2662,                0.72978,                 1.3755,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                0.58881,                 0.3286,                0.86878,                0.84956,                0.80978,                0.86578,                0.56126,                 1.2651,                0.73476,                 1.3716,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.58336,                0.32128,                0.86827,                0.84138,                0.81793,                0.86715,                0.56052,                 1.2697,                0.74163,                 1.3801,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.57225,                0.31293,                0.87082,                0.83558,                0.81929,                0.86564,                0.56027,                 1.2726,                 0.7467,                 1.3827,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.58646,                0.32736,                0.87416,                0.84005,                0.83016,                0.86228,                0.55827,                  1.282,                 0.7529,                 1.3899,               3.98e-05,               3.98e-05,               3.98e-05
