                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                 1.0394,                0.71752,                 1.0976,                0.79125,                0.76941,                0.84292,                0.54267,                 1.1652,                0.92798,                 1.2527,              0.0015347,              0.0015347,              0.0015347
                     50,                 1.0307,                0.68319,                 1.0796,                 0.8208,                0.77765,                0.86229,                0.56228,                 1.1981,                0.84496,                 1.2523,              0.0015248,              0.0015248,              0.0015248
                     51,                 1.0029,                0.67396,                 1.0784,                 0.8572,                0.76353,                0.87581,                0.57614,                 1.1354,                0.80465,                 1.2214,              0.0015149,              0.0015149,              0.0015149
                     52,                   1.03,                  0.687,                 1.0778,                0.85417,                0.77059,                0.85709,                 0.5609,                 1.1773,                0.85427,                 1.2297,               0.001505,               0.001505,               0.001505
                     53,                 1.0169,                0.67806,                 1.0774,                0.81612,                0.80471,                0.85821,                0.55579,                 1.1493,                 0.8462,                  1.227,              0.0014951,              0.0014951,              0.0014951
                     54,                 1.0181,                0.66536,                 1.0747,                0.81992,                0.80706,                0.87063,                0.57144,                 1.1397,                0.79704,                 1.2249,              0.0014852,              0.0014852,              0.0014852
                     55,                 1.0024,                0.65997,                  1.066,                0.80674,                0.79412,                0.85565,                0.55692,                 1.1599,                0.81868,                 1.2303,              0.0014753,              0.0014753,              0.0014753
                     56,                0.98481,                0.68928,                 1.0615,                0.80104,                0.73889,                0.81702,                0.51441,                 1.1838,                0.95528,                 1.2414,              0.0014654,              0.0014654,              0.0014654
                     57,                 1.0152,                0.65758,                 1.0623,                0.84055,                0.78144,                0.86334,                0.56722,                 1.1641,                 0.7862,                 1.2237,              0.0014555,              0.0014555,              0.0014555
                     58,                0.99874,                 0.6368,                 1.0679,                0.85328,                0.78706,                0.87698,                0.57311,                 1.1831,                0.76655,                 1.2603,              0.0014456,              0.0014456,              0.0014456
                     59,                0.98625,                0.63409,                 1.0516,                0.85107,                0.77529,                0.86352,                0.55848,                 1.1988,                0.80983,                 1.2583,              0.0014357,              0.0014357,              0.0014357
                     60,                 0.9802,                0.65745,                 1.0635,                0.84964,                0.77783,                0.85633,                0.54671,                 1.1898,                0.82567,                 1.2636,              0.0014258,              0.0014258,              0.0014258
                     61,                0.96931,                0.62755,                  1.055,                0.87768,                0.74286,                0.85527,                 0.5634,                 1.2006,                0.87048,                 1.2466,              0.0014159,              0.0014159,              0.0014159
                     62,                0.99195,                0.64139,                 1.0553,                0.84041,                0.75882,                0.85074,                0.55697,                 1.1905,                0.85665,                 1.2446,               0.001406,               0.001406,               0.001406
                     63,                0.97362,                0.63556,                 1.0509,                0.82776,                   0.78,                0.85541,                0.55898,                 1.1726,                0.84874,                  1.242,              0.0013961,              0.0013961,              0.0013961
                     64,                0.97777,                0.62934,                 1.0559,                0.80946,                0.78966,                 0.8568,                 0.5418,                 1.2503,                0.81432,                 1.2934,              0.0013862,              0.0013862,              0.0013862
                     65,                0.96196,                0.61902,                 1.0472,                0.81792,                0.78118,                0.86595,                0.55655,                 1.1883,                0.80837,                 1.2517,              0.0013763,              0.0013763,              0.0013763
                     66,                0.96129,                0.62137,                  1.038,                0.85572,                0.79765,                0.88261,                0.56433,                 1.1968,                0.77483,                 1.2621,              0.0013664,              0.0013664,              0.0013664
                     67,                0.95545,                0.62028,                 1.0539,                0.83417,                0.79412,                0.87518,                0.56114,                 1.1986,                0.77951,                  1.262,              0.0013565,              0.0013565,              0.0013565
                     68,                0.95499,                0.60925,                 1.0448,                0.84509,                0.81765,                0.88946,                0.57267,                 1.1858,                 0.7457,                 1.2538,              0.0013466,              0.0013466,              0.0013466
                     69,                0.96406,                0.59707,                 1.0411,                0.82424,                0.80588,                0.87008,                0.57033,                 1.1722,                0.76809,                 1.2524,              0.0013367,              0.0013367,              0.0013367
                     70,                0.98242,                0.61927,                 1.0459,                0.84233,                0.77934,                0.86494,                0.56495,                 1.1904,                0.80525,                 1.2582,              0.0013268,              0.0013268,              0.0013268
                     71,                 0.9356,                 0.6009,                  1.047,                0.81572,                0.78824,                0.86666,                0.57123,                 1.1817,                0.78966,                 1.2614,              0.0013169,              0.0013169,              0.0013169
                     72,                0.95318,                0.63024,                 1.0403,                0.82033,                0.76941,                0.85854,                  0.565,                 1.1633,                0.80841,                 1.2427,               0.001307,               0.001307,               0.001307
                     73,                0.94184,                0.60328,                 1.0337,                0.82198,                0.79765,                0.85646,                0.56046,                 1.1322,                0.81401,                 1.2095,              0.0012971,              0.0012971,              0.0012971
                     74,                0.96053,                0.60552,                 1.0404,                 0.8353,                 0.7876,                0.86249,                0.56454,                 1.1383,                 0.8064,                 1.2227,              0.0012872,              0.0012872,              0.0012872
                     75,                0.93826,                0.59572,                 1.0344,                0.86469,                0.72174,                0.84036,                0.55529,                 1.1624,                0.85149,                 1.2463,              0.0012773,              0.0012773,              0.0012773
                     76,                 0.9675,                0.62398,                 1.0619,                0.84682,                0.76096,                0.84597,                0.55467,                 1.1925,                0.81832,                 1.2739,              0.0012674,              0.0012674,              0.0012674
                     77,                0.89746,                0.55466,                   1.02,                0.80708,                0.83412,                0.87096,                0.57503,                 1.1636,                 0.7554,                 1.2498,              0.0012575,              0.0012575,              0.0012575
                     78,                0.94992,                0.58359,                 1.0497,                0.87168,                0.75919,                0.87792,                0.58004,                 1.1614,                0.76445,                 1.2402,              0.0012476,              0.0012476,              0.0012476
                     79,                0.88018,                0.55459,                 1.0185,                0.84384,                0.77882,                0.87221,                0.56979,                 1.1781,                0.79071,                 1.2542,              0.0012377,              0.0012377,              0.0012377
                     80,                0.92245,                0.56599,                 1.0281,                0.84107,                0.79069,                 0.8695,                0.56737,                 1.1642,                0.77733,                 1.2479,              0.0012278,              0.0012278,              0.0012278
                     81,                0.92494,                0.56615,                 1.0271,                0.83625,                0.78941,                0.86592,                0.55675,                  1.204,                0.79719,                 1.2821,              0.0012179,              0.0012179,              0.0012179
                     82,                0.91847,                 0.5823,                 1.0231,                0.88086,                0.76545,                0.86661,                 0.5571,                  1.192,                0.78431,                  1.288,               0.001208,               0.001208,               0.001208
                     83,                0.94002,                0.58658,                 1.0335,                0.85316,                0.77765,                0.86037,                0.56231,                 1.2047,                0.78027,                 1.2824,              0.0011981,              0.0011981,              0.0011981
